"","Kingdom","Phylum","Class","Order","Family","Genus","Species","latrineAbun","controlAbun"
"ASV_20728","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20729","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20730","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,23.762
"ASV_20731","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,2.478
"ASV_20732","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,26.648
"ASV_20733","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20734","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,16.282
"ASV_20735","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20736","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20737","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20738","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0.432,0
"ASV_20739","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0.356
"ASV_20740","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20741","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20742","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20743","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20744","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20745","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",NA,4.938,0
"ASV_20746","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20747","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Incertae_Sedis","Incertae_Sedis",NA,5.28,0
"ASV_20748","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Incertae_Sedis",NA,0,0
"ASV_20749","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20750","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,2.074
"ASV_20751","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20752","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20753","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20754","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20755","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20756","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20757","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,13.694,5.478
"ASV_20758","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,5.736,0.776
"ASV_20759","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20760","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,1.328,0
"ASV_20761","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20762","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20763","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20764","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20765","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,8.038,0
"ASV_20766","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20767","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20768","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20769","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20770","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20771","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20772","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0.572,0
"ASV_20773","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20774","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20775","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,2.052
"ASV_20776","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,1.92,0
"ASV_20777","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,1.734
"ASV_20778","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20779","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20780","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,3.4,0
"ASV_20781","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20782","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20783","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20784","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0.672,0
"ASV_20785","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0.968,0
"ASV_20786","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20787","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20788","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20789","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,1.76
"ASV_20790","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20791","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20792","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20793","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0.764
"ASV_20794","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,1.526,0
"ASV_20795","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20796","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,4.418,0
"ASV_20797","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20798","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20799","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20800","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20801","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20802","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20803","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20804","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20805","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0.378,0
"ASV_20806","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20807","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20808","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20809","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,6.034
"ASV_20810","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20811","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20812","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20813","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20814","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20815","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20816","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20817","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0.592,0
"ASV_20818","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20819","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0.882
"ASV_20820","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20821","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20822","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20823","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20824","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20825","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20826","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20827","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20828","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20829","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,2.63
"ASV_20830","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20831","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,2.61,0
"ASV_20832","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,4.984,0
"ASV_20833","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,2.688,0
"ASV_20834","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20835","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,1.206,0
"ASV_20836","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20837","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20838","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,2.402
"ASV_20839","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,1.44,0
"ASV_20840","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,7.508,0
"ASV_20841","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0.374,0
"ASV_20842","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20843","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0.514,0
"ASV_20844","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20845","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20846","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20847","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20848","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20849","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20850","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20851","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","Incertae_Sedis",NA,0,0
"ASV_20852","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20853","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20854","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20855","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20856","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20857","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,4.816
"ASV_20858","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20859","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,3.538,0
"ASV_20860","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20861","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20862","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20863","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,4.748,1.77
"ASV_20864","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,5.248,0
"ASV_20865","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20866","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,1.652,3.342
"ASV_20867","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,10.998
"ASV_20868","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20869","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20870","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,3.706,10.128
"ASV_20871","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20872","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,2.504
"ASV_20873","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20874","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20875","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20876","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.94
"ASV_20877","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0.596
"ASV_20878","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.76
"ASV_20879","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0.162,0
"ASV_20880","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0.77,0
"ASV_20881","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20882","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20883","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20884","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20885","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20886","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20887","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20888","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20889","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20890","Bacteria","Bacteroidota","Bacteroidia","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20891","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20892","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20893","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20894","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20895","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,1.322,1.818
"ASV_20896","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0.896,0
"ASV_20897","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20898","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20899","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20900","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20901","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,3.6,0
"ASV_20902","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20903","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20904","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","LiUU-11-161","Incertae_Sedis",NA,0,0
"ASV_20905","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","LiUU-11-161","Incertae_Sedis",NA,1.492,0
"ASV_20906","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","LiUU-11-161","Incertae_Sedis",NA,0,0
"ASV_20907","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","LiUU-11-161","Incertae_Sedis",NA,0,0
"ASV_20908","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","LiUU-11-161","Incertae_Sedis",NA,0,0
"ASV_20909","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20910","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20911","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","Incertae_Sedis",NA,0,0
"ASV_20912","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20913","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20914","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA,0,0
"ASV_20915","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20916","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20917","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20918","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20919","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20920","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20921","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20922","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Incertae_Sedis","Incertae_Sedis",NA,0,0
"ASV_20923","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20924","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20925","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20926","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20927","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20928","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,4.7,0
"ASV_20929","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20930","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,20.184,1.954
"ASV_20931","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,8.062,0
"ASV_20932","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,9.614,0
"ASV_20933","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,8.812,1.886
"ASV_20934","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
